| THETA | 0.282 | GO    | 253.5  | 242.3    | 35.87   | 26.54    | 9.323 | 149.7 | 0.069 | 27.97 | 0.000 | 1.775 | 46.48  | 76.23 |
| THETA | 0.293 | GO    | 263.4  | 254.6    | 38.71   | 29.35    | 9.365 | 159.0 | 0.041 | 28.09 | 0.000 | 1.070 | 48.29  | 77.46 |
| THETA | 0.300 | GO    | 269.0  | 271.0    | 40.38   | 31.05    | 9.335 | 168.4 | -0.030| 28.00 | 0.000 | -0.781| 49.32  | 76.55 |
| THETA | 0.311 | GO    | 278.8  | 282.4    | 43.40   | 34.16    | 9.241 | 177.6 | -0.093| 27.72 | 0.000 | -2.391| 51.13  | 76.47 |
| THETA | 0.322 | GO    | 288.7  | 295.8    | 46.52   | 37.42    | 9.108 | 186.7 | -0.132| 27.32 | 0.000 | -3.402| 52.94  | 76.87 |
| THETA | 0.333 | GO    | 298.6  | 303.0    | 49.76   | 40.75    | 9.005 | 195.7 | -0.103| 27.01 | 0.000 | -2.640| 54.75  | 79.13 |
| THETA | 0.339 | GO    | 304.2  | 308.3    | 51.66   | 42.69    | 8.962 | 204.7 | -0.043| 26.88 | 0.000 | -1.114| 55.78  | 81.56 |
| THETA | 0.350 | GO    | 314.1  | 317.5    | 55.06   | 46.19    | 8.869 | 213.6 | -0.092| 26.60 | 0.000 | -2.364| 57.59  | 81.84 |
| THETA | 0.361 | GO    | 323.9  | 333.6    | 58.57   | 49.86    | 8.709 | 222.3 | -0.160| 26.12 | 0.000 | -4.108| 59.40  | 81.42 |
| THETA | 0.372 | GO    | 333.8  | 341.2    | 62.19   | 53.62    | 8.573 | 230.8 | -0.135| 25.72 | 0.000 | -3.469| 61.21  | 83.46 |
| THETA | 0.383 | GO    | 343.7  | 349.2    | 65.92   | 57.46    | 8.458 | 239.3 | -0.115| 25.37 | 0.000 | -2.951| 63.02  | 85.44 |
| THETA | 0.389 | GO    | 349.3  | 364.4    | 68.11   | 59.76    | 8.345 | 247.7 | -0.112| 25.03 | 0.000 | -2.883| 64.05  | 86.21 |
| THETA | 0.400 | GO    | 359.2  | 373.9    | 72.01   | 63.88    | 8.129 | 255.8 | -0.216| 24.38 | 0.000 | -5.549| 65.86  | 84.70 |
| THETA | 0.411 | GO    | 369.0  | 380.2    | 76.02   | 68.07    | 7.951 | 263.7 | -0.177| 23.85 | 0.000 | -4.542| 67.67  | 86.98 |
| THETA | 0.422 | GO    | 378.9  | 383.9    | 80.13   | 72.29    | 7.842 | 271.6 | -0.109| 23.52 | 0.000 | -2.802| 69.48  | 90.20 |
| THETA | 0.433 | GO    | 388.8  | 393.7    | 84.36   | 76.63    | 7.733 | 279.3 | -0.108| 23.20 | 0.000 | -2.774| 71.29  | 91.72 |
| THETA | 0.440 | GO    | 394.4  | 395.0    | 86.83   | 79.12    | 7.712 | 287.0 | -0.021| 23.13 | 0.000 | -0.557| 72.32  | 94.90 |
| THETA | 0.451 | GO    | 404.3  | 407.4    | 91.23   | 83.60    | 7.623 | 294.6 | -0.088| 22.87 | 0.000 | -2.254| 74.13  | 94.75 |
| THETA | 0.462 | GO    | 414.1  | 427.7    | 95.72   | 88.30    | 7.421 | 302.1 | -0.202| 22.26 | 0.000 | -5.193| 75.94  | 93.01 |
| THETA | 0.473 | GO    | 424.0  | 440.1    | 100.3   | 93.16    | 7.188 | 309.3 | -0.232| 21.56 | 0.000 | -5.954| 77.75  | 93.36 |
| THETA | 0.479 | GO    | 429.6  | 440.8    | 103.0   | 95.92    | 7.100 | 316.4 | -0.087| 21.30 | 0.000 | -2.252| 78.78  | 97.83 |
| THETA | 0.490 | GO    | 439.5  | 445.7    | 107.8   | 100.8    | 6.977 | 323.3 | -0.123| 20.93 | 0.000 | -3.153| 80.59  | 98.37 |
| THETA | 0.501 | GO    | 449.4  | 455.9    | 112.7   | 105.8    | 6.850 | 330.2 | -0.126| 20.55 | 0.000 | -3.246| 82.40  | 99.70 |
| THETA | 0.512 | GO    | 459.2  | 464.6    | 117.7   | 110.9    | 6.736 | 336.9 | -0.113| 20.21 | 0.000 | -2.912| 84.21  | 101.5 |
| THETA | 0.523 | GO    | 469.1  | 471.3    | 122.8   | 116.1    | 6.657 | 343.6 | -0.079| 19.97 | 0.000 | -2.027| 86.01  | 103.9 |
| THETA | 0.529 | GO    | 474.7  | 476.9    | 125.7   | 119.1    | 6.626 | 350.2 | -0.031| 19.87 | 0.000 | -0.801| 87.05  | 106.1 |
| THETA | 0.540 | GO    | 484.6  | 487.4    | 131.0   | 124.5    | 6.541 | 356.7 | -0.085| 19.62 | 0.000 | -2.180| 88.86  | 106.3 |
| THETA | 0.551 | GO    | 494.5  | 498.0    | 136.4   | 130.0    | 6.447 | 363.2 | -0.093| 19.34 | 0.000 | -2.396| 90.67  | 107.6 |
| THETA | 0.562 | GO    | 504.3  | 510.3    | 141.9   | 135.5    | 6.327 | 369.5 | -0.120| 18.98 | 0.000 | -3.073| 92.46  | 108.3 |
| THETA | 0.569 | GO    | 509.9  | 507.5    | 145.1   | 138.7    | 6.324 | 375.8 | -0.002| 18.97 | 0.000 | -0.075| 93.50  | 112.4 |
| THETA | 0.580 | GO    | 519.8  | 523.8    | 150.7   | 144.5    | 6.225 | 382.1 | -0.099| 18.67 | 0.000 | -2.535| 95.31  | 111.4 |
| THETA | 0.591 | GO    | 529.6  | 534.5    | 156.5   | 150.4    | 6.117 | 388.2 | -0.107| 18.35 | 0.000 | -2.753| 97.12  | 112.7 |
| THETA | 0.602 | GO    | 539.5  | 546.8    | 162.4   | 156.4    | 5.982 | 394.2 | -0.135| 17.94 | 0.000 | -3.457| 98.93  | 113.4 |
| THETA | 0.613 | GO    | 549.4  | 560.7    | 168.4   | 162.6    | 5.803 | 400.0 | -0.179| 17.41 | 0.000 | -4.591| 100.7  | 113.5 |
| THETA | 0.619 | GO    | 555.0  | 561.0    | 171.9   | 166.1    | 5.748 | 405.7 | -0.055| 17.24 | 0.000 | -1.416| 101.7  | 117.6 |
| THETA | 0.630 | GO    | 564.9  | 569.8    | 178.0   | 172.4    | 5.639 | 411.4 | -0.108| 16.91 | 0.000 | -2.786| 103.5  | 117.7 |
| THETA | 0.641 | GO    | 574.7  | 579.8    | 184.3   | 178.8    | 5.529 | 416.9 | -0.109| 16.58 | 0.000 | -2.803| 105.3  | 119.1 |
| THETA | 0.652 | GO    | 584.6  | 592.4    | 190.7   | 185.3    | 5.389 | 422.3 | -0.140| 16.16 | 0.000 | -3.593| 107.1  | 119.7 |
| THETA | 0.663 | GO    | 594.5  | 607.8    | 197.2   | 192.0    | 5.187 | 427.5 | -0.201| 15.56 | 0.000 | -5.157| 109.0  | 119.4 |
| THETA | 0.669 | GO    | 600.1  | 603.8    | 200.9   | 195.8    | 5.147 | 432.6 | -0.040| 15.44 | 0.000 | -1.048| 110.0  | 124.4 |
| THETA | 0.680 | GO    | 610.0  | 533.6    | 207.6   | 201.7    | 5.935 | 438.6 | 0.788 | 17.80 | 0.000 | 20.19 | 111.8  | 149.8 |
| THETA | 0.691 | GO    | 619.8  | 445.3    | 214.4   | 206.6    | 7.802 | 446.4 | 1.866 | 23.40 | 0.000 | 47.79 | 113.6  | 184.8 |
| THETA | 0.702 | GO    | 629.6  | 433.5    | 221.2   | 211.3    | 9.895 | 456.3 | 2.092 | 29.68 | 0.000 | 53.57 | 115.4  | 198.7 |
| THETA | 0.709 | GO    | 635.3  | 455.3    | 225.2   | 214.2    | 11.01 | 467.3 | 1.117 | 33.03 | 0.000 | 28.59 | 116.4  | 178.1 |
| THETA | 0.720 | GO    | 645.2  | 485.9    | 232.3   | 219.5    | 12.71 | 480.0 | 1.698 | 38.13 | 0.000 | 43.49 | 118.3  | 199.9 |
| THETA | 0.731 | GO    | 655.0  | 520.4    | 239.4   | 225.3    | 14.13 | 494.1 | 1.427 | 42.41 | 0.000 | 36.55 | 120.1  | 199.0 |
| THETA | 0.742 | GO    | 664.9  | 550.0    | 246.7   | 231.3    | 15.35 | 509.5 | 1.213 | 46.05 | 0.000 | 31.07 | 121.9  | 199.0 |
| THETA | 0.753 | GO    | 674.8  | 558.3    | 254.1   | 237.5    | 16.58 | 526.0 | 1.227 | 49.74 | 0.000 | 31.42 | 123.7  | 204.9 |
| THETA | 0.759 | GO    | 674.1  | 528.0    | 258.3   | 240.8    | 17.51 | 543.6 | 0.931 | 52.53 | 0.000 | 23.85 | 123.6  | 200.0 |
| THETA | 0.770 | GO    | 664.1  | 499.8    | 265.8   | 246.4    | 19.39 | 563.0 | 1.885 | 58.19 | 0.000 | 48.26 | 121.7  | 228.2 |
| THETA | 0.781 | GO    | 654.1  | 465.7    | 273.1   | 251.6    | 21.55 | 584.5 | 2.153 | 64.65 | 0.000 | 55.14 | 119.9  | 239.7 |
| THETA | 0.792 | GO    | 644.2  | 523.0    | 280.3   | 257.4    | 22.95 | 607.5 | 1.401 | 68.85 | 0.000 | 35.87 | 118.1  | 222.8 |
| THETA | 0.799 | GO    | 638.4  | 538.3    | 284.5   | 260.8    | 23.61 | 631.1 | 0.662 | 70.84 | 0.000 | 16.96 | 117.0  | 204.8 |
| THETA | 0.810 | GO    | 628.5  | 559.5    | 291.5   | 267.1    | 24.43 | 655.5 | 0.820 | 73.31 | 0.000 | 21.01 | 115.2  | 209.5 |
| THETA | 0.821 | GO    | 618.5  | 580.2    | 298.4   | 273.5    | 24.91 | 680.4 | 0.481 | 74.75 | 0.000 | 12.33 | 113.4  | 200.5 |
| THETA | 0.832 | GO    | 608.5  | 589.2    | 305.3   | 280.1    | 25.18 | 705.6 | 0.270 | 75.56 | 0.000 | 6.925 | 111.5  | 194.0 |
| THETA | 0.839 | GO    | 602.8  | 588.7    | 309.1   | 283.9    | 25.29 | 730.9 | 0.108 | 75.89 | 0.000 | 2.771 | 110.5  | 189.2 |
| THETA | 0.850 | GO    | 592.8  | 595.2    | 315.8   | 290.5    | 25.32 | 756.2 | 0.028 | 75.97 | 0.000 | 0.732 | 108.7  | 185.4 |
| THETA | 0.861 | GO    | 582.9  | 603.6    | 322.3   | 297.2    | 25.15 | 781.4 | -0.175| 75.45 | 0.000 | -4.482| 106.8  | 177.8 |
| THETA | 0.872 | GO    | 572.9  | 613.7    | 328.8   | 304.0    | 24.75 | 806.2 | -0.398| 74.25 | 0.000 | -10.20| 105.0  | 169.1 |
| THETA | 0.878 | GO    | 567.2  | 620.5    | 332.4   | 308.0    | 24.42 | 830.6 | -0.322| 73.28 | 0.000 | -8.264| 104.0  | 169.0 |
| THETA | 0.889 | GO    | 557.2  | 619.0    | 338.7   | 314.9    | 23.79 | 854.4 | -0.633| 71.38 | 0.000 | -16.21| 102.1  | 157.3 |
| THETA | 0.901 | GO    | 547.2  | 632.5    | 344.8   | 321.9    | 22.90 | 877.3 | -0.894| 68.70 | 0.000 | -22.90| 100.3  | 146.1 |
| THETA | 0.912 | GO    | 537.3  | 643.8    | 350.8   | 329.1    | 21.77 | 899.1 | -1.128| 65.31 | 0.000 | -28.88| 98.51  | 134.9 |
| THETA | 0.918 | GO    | 531.5  | 650.3    | 354.3   | 333.2    | 21.03 | 920.1 | -0.741| 63.09 | 0.000 | -18.99| 97.46  | 141.5 |
| THETA | 0.929 | GO    | 521.5  | 652.1    | 360.1   | 340.5    | 19.63 | 939.7 | -1.397| 58.89 | 0.000 | -35.78| 95.63  | 118.7 |
| THETA | 0.940 | GO    | 511.6  | 654.4    | 365.9   | 347.8    | 18.09 | 957.8 | -1.535| 54.29 | 0.000 | -39.30| 93.80  | 108.7 |
| THETA | 0.952 | GO    | 501.6  | 642.8    | 371.5   | 354.9    | 16.58 | 974.4 | -1.517| 49.74 | 0.000 | -38.84| 91.97  | 102.8 |
| THETA | 0.963 | GO    | 491.6  | 633.3    | 377.0   | 362.0    | 15.06 | 989.5 | -1.517| 45.18 | 0.000 | -38.85| 90.15  | 96.48 |
| THETA | 0.969 | GO    | 485.9  | 622.7    | 380.2   | 366.0    | 14.20 | 1003.7| -0.857| 42.61 | 0.000 | -21.94| 89.10  | 109.7 |
| THETA | 0.980 | GO    | 475.9  | 621.0    | 385.5   | 372.9    | 12.64 | 1016.3| -1.559| 37.93 | 0.000 | -39.92| 87.27  | 85.28 |
| THETA | 0.991 | GO    | 466.0  | 622.5    | 390.8   | 379.8    | 10.96 | 1027.3| -1.683| 32.88 | 0.000 | -43.09| 85.44  | 75.24 |
| THETA | 1.002 | GO    | 456.0  | 604.2    | 395.9   | 386.5    | 9.367 | 1036.6| -1.595| 28.10 | 0.000 | -40.84| 83.61  | 70.88 |
| THETA | 1.009 | GO    | 450.2  | 576.9    | 398.8   | 390.2    | 8.570 | 1045.2| -0.796| 25.71 | 0.000 | -20.38| 82.56  | 87.89 |
| THETA | 1.020 | GO    | 440.3  | 555.4    | 403.8   | 396.4    | 7.347 | 1052.6| -1.223| 22.04 | 0.000 | -31.32| 80.73  | 71.45 |
| THETA | 1.031 | GO    | 430.3  | 544.2    | 408.6   | 402.5    | 6.134 | 1058.7| -1.212| 18.40 | 0.000 | -31.04| 78.90  | 66.26 |
| THETA | 1.042 | GO    | 420.3  | 525.1    | 413.3   | 408.3    | 5.023 | 1063.7| -1.111| 15.06 | 0.000 | -28.45| 77.07  | 63.69 |
| THETA | 1.049 | GO    | 414.6  | 514.5    | 416.0   | 411.6    | 4.402 | 1068.1| -0.620| 13.20 | 0.000 | -15.89| 76.02  | 73.33 |
| THETA | 1.060 | GO    | 404.6  | 502.2    | 420.6   | 417.2    | 3.371 | 1071.5| -1.030| 10.11 | 0.000 | -26.38| 74.19  | 57.92 |
| THETA | 1.071 | GO    | 394.7  | 492.2    | 425.0   | 422.7    | 2.343 | 1073.8| -1.027| 7.030 | 0.000 | -26.31| 72.37  | 53.08 |
| THETA | 1.082 | GO    | 384.7  | 471.9    | 429.3   | 427.9    | 1.427 | 1075.3| -0.916| 4.282 | 0.000 | -23.45| 70.54  | 51.37 |
| THETA | 1.088 | GO    | 379.0  | 448.1    | 431.8   | 430.8    | 1.003 | 1076.3| -0.424| 3.010 | 0.000 | -10.85| 69.49  | 61.64 |
| THETA | 1.100 | GO    | 369.0  | 435.3    | 436.0   | 435.6    | 0.320 | 1076.6| -0.682| 0.962 | 0.000 | -17.47| 67.66  | 51.15 |
| THETA | 1.111 | GO    | 359.0  | 424.3    | 440.0   | 440.4    | -0.351| 1076.2| -0.672| -1.053| 0.000 | -17.20| 65.83  | 47.57 |
| THETA | 1.122 | GO    | 349.0  | 408.1    | 443.9   | 444.9    | -0.952| 1075.3| -0.600| -2.856| 0.000 | -15.38| 64.00  | 45.77 |
| THETA | 1.128 | GO    | 343.3  | 385.7    | 446.2   | 447.4    | -1.206| 1074.1| -0.254| -3.618| 0.000 | -6.508| 62.95  | 52.82 |
| THETA | 1.139 | GO    | 333.3  | 369.2    | 449.9   | 451.5    | -1.550| 1072.5| -0.344| -4.651| 0.000 | -8.814| 61.12  | 47.65 |
| THETA | 1.150 | GO    | 323.3  | 352.5    | 453.6   | 455.4    | -1.819| 1070.7| -0.269| -5.459| 0.000 | -6.892| 59.29  | 46.94 |
| THETA | 1.161 | GO    | 313.4  | 339.1    | 457.1   | 459.2    | -2.048| 1068.7| -0.228| -6.146| 0.000 | -5.859| 57.48  | 45.47 |
| THETA | 1.168 | GO    | 307.7  | 326.7    | 459.1   | 461.3    | -2.152| 1066.5| -0.103| -6.456| 0.000 | -2.652| 56.42  | 47.31 |
| THETA | 1.179 | GO    | 297.7  | 320.4    | 462.5   | 464.8    | -2.348| 1064.2| -0.196| -7.046| 0.000 | -5.028| 54.59  | 42.52 |
| THETA | 1.190 | GO    | 287.7  | 304.7    | 465.7   | 468.2    | -2.481| 1061.7| -0.132| -7.444| 0.000 | -3.402| 52.76  | 41.92 |
| THETA | 1.201 | GO    | 277.8  | 291.4    | 468.9   | 471.5    | -2.577| 1059.1| -0.095| -7.732| 0.000 | -2.456| 50.94  | 40.75 |
| THETA | 1.208 | GO    | 272.0  | 277.3    | 470.6   | 473.2    | -2.593| 1056.5| -0.015| -7.779| 0.000 | -0.395| 49.88  | 41.70 |
| THETA | 1.219 | GO    | 262.1  | 267.5    | 473.6   | 476.2    | -2.597| 1053.9| -0.004| -7.793| 0.000 | -0.126| 48.05  | 40.13 |
| THETA | 1.230 | GO    | 252.1  | 257.5    | 476.5   | 479.1    | -2.602| 1051.3| -0.004| -7.807| 0.000 | -0.120| 46.22  | 38.30 |
| THETA | 1.241 | GO    | 242.1  | 244.5    | 479.2   | 481.8    | -2.573| 1048.7| 0.029 | -7.720| 0.000 | 0.746 | 44.40  | 37.43 |
| THETA | 1.252 | GO    | 232.2  | 227.5    | 481.9   | 484.3    | -2.465| 1046.3| 0.107 | -7.397| 0.000 | 2.757 | 42.57  | 37.93 |
| THETA | 1.259 | GO    | 226.4  | 217.1    | 483.3   | 485.7    | -2.387| 1043.9| 0.078 | -7.163| 0.000 | 1.996 | 41.51  | 36.35 |
| THETA | 1.270 | GO    | 216.4  | 211.8    | 485.8   | 488.1    | -2.281| 1041.6| 0.106 | -6.843| 0.000 | 2.732 | 39.68  | 35.57 |
| THETA | 1.280 | GO    | 206.8  | 209.3    | 488.1   | 490.3    | -2.256| 1039.3| 0.024 | -6.770| 0.000 | 0.621 | 37.92  | 31.78 |
| THETA | 1.291 | GO    | 197.2  | 188.7    | 490.2   | 492.4    | -2.114| 1037.2| 0.142 | -6.342| 0.000 | 3.646 | 36.16  | 33.46 |
| THETA | 1.298 | GO    | 191.4  | 166.2    | 491.5   | 493.4    | -1.932| 1035.3| 0.181 | -5.798| 0.000 | 4.648 | 35.10  | 33.95 |
| THETA | 1.308 | GO    | 181.7  | 175.3    | 493.5   | 495.3    | -1.811| 1033.5| 0.120 | -5.435| 0.000 | 3.096 | 33.32  | 30.99 |
| THETA | 1.319 | GO    | 172.1  | 158.9    | 495.4   | 497.0    | -1.618| 1031.9| 0.193 | -4.854| 0.000 | 4.953 | 31.55  | 31.65 |
| THETA | 1.330 | GO    | 162.4  | 148.8    | 497.2   | 498.6    | -1.419| 1030.4| 0.199 | -4.257| 0.000 | 5.097 | 29.78  | 30.62 |
| THETA | 1.341 | GO    | 152.7  | 139.9    | 498.9   | 500.2    | -1.228| 1029.2| 0.190 | -3.686| 0.000 | 4.875 | 28.01  | 29.20 |
| THETA | 1.352 | GO    | 143.1  | 131.9    | 500.5   | 501.6    | -1.056| 1028.2| 0.172 | -3.169| 0.000 | 4.410 | 26.24  | 27.48 |
| THETA | 1.358 | GO    | 137.3  | 118.8    | 501.4   | 502.3    | -0.918| 1027.2| 0.137 | -2.755| 0.000 | 3.528 | 25.18  | 25.95 |
| THETA | 1.369 | GO    | 127.6  | 117.2    | 502.9   | 503.6    | -0.753| 1026.5| 0.165 | -2.260| 0.000 | 4.227 | 23.40  | 25.37 |
| THETA | 1.380 | GO    | 118.0  | 105.6    | 504.2   | 504.7    | -0.567| 1025.9| 0.185 | -1.703| 0.000 | 4.751 | 21.63  | 24.68 |
| THETA | 1.390 | GO    | 108.3  | 95.43    | 505.4   | 505.8    | -0.376| 1025.5| 0.191 | -1.129| 0.000 | 4.894 | 19.86  | 23.62 |
